content,intensity
"Think again before you assume, And next time don’t be so quick to judge. You’ll never know what it’s like to be in my shoes.",angriness
is wishing that SOME people would understand that: IT’S NOT ALL ABOUT YOU!!,angriness
"Go ahead and ignore me,..I can play that game too, and I’m probably better at it than you are…",angriness
"No time for disrespectful, immature, selfish individuals!",angriness
Ever notice its those people saying they hate drama that start it? It doesn’t make sense to me.,angriness
is wondering if certain people have to work to be annoying or if it just comes naturally,angriness
The people that work hard don’t get the credit.The people that just do nothing get everything.,angriness
There are a few people out there who are just like trees; they take forever to grow up.,angriness
ugh. your so fake i bet if you look at the bottom of your foot it say made in china,angriness
"Life is to short to let other people get to you, If they can’t handle who I am then I don’t need them in my life!",angriness
"I don't care about what others think about me, I just care about what I think about myself.",angriness
People are selfish now a days.,angriness
"Don’t tell me to change, I can’t perfect myself anymore.",angriness
You killed what was left of the good in me.,angriness
I never dreamed about success. I worked for it.,angriness
"If you don't like me remember it's mind over matter, I don't mind and you don't matter.",angriness
Be yourself because an original is worth more than a copy.,angriness
Yes i am selfish i don’t want to share you with people.,angriness
I'm only selfish when it comes to you.,angriness
"I done what i like, i don't care what you think?",angriness
"I am who I am, your approval isn't needed.",angriness
"I'd rather be hated for being real, than loved for being fake.",angriness
"Be good to yourself, you’re all you’ve got.",angriness
"I am simple, complex, generous, selfish, unattractive, beautiful, lazy, and driven.",angriness
"Beauty captures your attention, but personality captures your heart.",angriness
"You left without a reason, so please don't come back with an excuse.",angriness
"I’m born to express, not to impress.",angriness
If your ego speaks with me then my attitude replies to you.,angriness
"Before you judge me, Make sure that you’re perfect.",angriness
"I don’t treat people badly, I treat them accordingly.",angriness
"My life ,my rule,that’s my attitude… ",angriness
"If you dont want me , Dont fuck with my feelings.",angriness
Never Love Someone At The Cost Of Your Dignity And Self Respect...!!!,angriness
Beauty is only skin deep.Attitude is down to the bone.,angriness
"You treated me like an option, so i left you like a choice",angriness
"There are two ways to be happy: Change your situation, or change your mindset towards it.",angriness
"Your attitude may hurt me, But mine can Kill You!!",angriness
I'm a very private person. You don’t ask i don’t tell.,angriness
I am not your toy.,angriness
Sometimes I want to treat people how they treat me But I don’t because It’s out of my character.,angriness
"If you ever think I am ignoring you, I swear I am. My phone is in my hand 24×7 ",angriness
"Take care of Your Status, don’t be care taker of My Status",angriness
If there is no one to hold your hand put your hands in your pocket and continue your walk.,angriness
"Don’t be afraid of being outnumbered , eagles fly alone. Pigeons flock together.",angriness
I am who i am and i won't change for anyone.,angriness
"I don’t care for people, who don’t care for me.",angriness
Nobody can teach me who I am.,angriness
"Yes, I’m smiling. But you’re not the reason anymore.",angriness
"Choose me or lose me. I am not a backup plan, and definitely not a second choice.",angriness
I don’t go crazy. I am crazy. I just go normal from time to time….,angriness
"Never, never, never, never give up.",angriness
There’s a difference between somebody who wants you and somebody who would do anything to keep you. Remember that.,angriness
"Before you judge me, Make sure that you’re perfect.",angriness
I dont have enough middle fingers to show you how i feel.,angriness
"Yes, i have changed. Pain does that to People.",angriness
"Dear Girls, Stop comparing all guys with your ex. Not all of us are players and jerks.",angriness
The bravest thing I ever did was continuing my life when I wanted to die.,angriness
"Show me, don't tell me.",angriness
"I don’t fear commitment, I fear wasting my time.",angriness
"I live, I love, I fight, I cry, but I never give up",angriness
How he treats you is how he feels about you.,angriness
"Someone Asked me what is UR attitude then i simply replied... "" BEING SINGLE IS MY ATTITUDE…""",angriness
My attitude depends on the people in front of me.,angriness
Im not selfish but whats Mine is MINE . End of story,angriness
"if you want me let me know, if you dont, please gently let me go.",angriness
They laughed at me because I'm different. I laughed at them because they're all the same.,angriness
"I don’t insult people , I just describe them.",angriness
"Two fundamentals of cool life – Walk like you are the king OR walk like you don’t care ,who is the king.",angriness
"I trusted you but now your words mean nothing to me, because your actions spoke the truth.",angriness
"If you like me Then raise your hand, If not then raise your standard.",angriness
"Beauty Fades After Time, But Personality Is Forever!",angriness
"Dear broken hearted girls , Hold your head up high and you middle finger higher , let him know what he is missing",angriness
"Be a girl with a mind, a bitch with an attitude, and a lady with class.",angriness
"I have no need for people who come to me when they need me,then throw me aside when they're fine.",angriness
This is how it goes. I will respect those who respect me & forget those who forget me. Simple as that.,angriness
When Sum One Hates You for no reason. Give them a reason.,angriness
Never give up on something you love,angriness
"Excellence is not a skill, It is an attitude. ",angriness
"If you want me, come and get me. If you want me to come, forget it.",angriness
"Good girls are bad girls, who never get caught.",angriness
"To keep a relationship, you must keep your business to yourself and your partner, The whole world doesnt need to know your problems.",angriness
If your are still hate me!then No Problem!.,angriness
"Problem is not a problem, but problem is that,is your attitude towards the problem.",angriness
"Girls are like parking spaces, all the good ones are already taken.",angriness
Seeing your ex go through what they put you through.. Priceless.,angriness
"Stop asking for faithful girls, when you are too busy chasing hoes.",angriness
The only difference between a good day and a bad day is your attitude.,angriness
"I don't trust easily. So when I tell you that ""I trust you"", please don't make me regret it.",angriness
"I'm Not a Tumblr Girl, But I'm Beautiful",angriness
To all the girls that say gentlemen don't exist anymore: They do exist but gentlemen are attracted to ladies. Not sluts.,angriness
"Don't even try and judge me dude,You have no idea what the Fuck I've been through.",angriness
"If you want me let me know. If you don't, please gently let me go.",angriness
"Putting in headphones, to avoid people's bullshit.",angriness
i am scared to see you with someone else.,angriness
Silence is the best way to react while angry.,angriness
I hate the moment when suddenly my anger turns into tears.,angriness
Silence is the best way to react while angry.,angriness
Some things can never be forgotten and nor forgiven.,angriness
There are no words to describe the anger and frustration that I am feeling right now.,angriness
Don't make so many promises when you can't even keep one.,angriness
"Sometimes i’m not angry, i’m hurt and there’s a big difference.",angriness
"It’s better to cry than to be angry because anger hurts others, while tears flow silently through the soul and cleaneses the heart..",angriness
"If I delete your number, you’re basically deleted from my life.",angriness
Getting angry is actually punishing yourself with the mistakes of others.,angriness
Some people never realise the emotional and mental damage they do to others.,angriness
"Your mistake is letting me go, my mistake was letting you in.",angriness
"Nobody makes you angry, you decide to use anger as a response.",angriness
The same person who said the sweetest things to me also said some of the meanest things I've ever heard.,angriness
"Never forget what someone says to you when they are angry, because that’s when the truth comes out",angriness
"When we don’t know who to hate, we hate ourselves.",angriness
Some people need to open their small minds instead of their big mouths.,angriness
Anger is a feeling that makes your mouth work faster than your mind.,angriness
"When you are angry, your text speed increases by a ridiculous amount.",angriness
For every minute you are angry….. you lose sixty seconds of happiness… Think about It,angriness
It sucks when you realize you rejected other people for that one person who wasted your time.,angriness
"Anger is our natural deffense against pain. So when i say i hate you, it really means you hurt me.",angriness
"Everything is getting expensive except some people, they are getting cheaper…",angriness
Anger is poison. You must purge it from your mind or else it will corrupt your better nature.,angriness
They say milk is good for your teeth. You know what else is good for your teeth? Minding your own damn business.,angriness
"Anger makes you smaller, while forgiviness forces you to grow beyond what you were..",angriness
"['Hating Me Won’T Make You Pretty.', 'Anger Is One Letter Short Of Danger.', 'I Am If I Changed, But You Changed Too.', 'Anger Is My Power So Don’t Make Me Angry.', 'Even The Nicest People Have Their Limits.', 'Whatever Is Begun In Anger Ends In Shame.', 'Don’T Make Me Angry And Change Your Status.', 'Silence Is The Best Way To React While Angry. ( Angry Whatsapp Status\xa0', 'I Hope Karma Slaps You In The Face Before I Do.', 'An Angry Man Opens His Mouth And Shuts His Eyes.', 'I Am Not In A Bad Mood, Everyone Is Just Annoying.', 'A Quick Temper Will Make A Fool Of You Soon Enough.', 'Yes I Am Smiling But You Are Not The Reason Anymore.', 'My Attitude Will Always Be Based On How You Treat Me.', 'You Blocked Me On Facebook & Noe You’Re Going To Die.', 'Anger Tears Me Up Inside…My Own…Or Anyone Else’S. (\xa0Angry\xa0Quotes\xa0', 'You Should Make A Woman Angry If You Wish Her To Love.', 'Sometimes I’M Not Angry. I’M Hurt And There’S A Big Diff.', 'Never Go To Bed Angry, Stay Awake And Plot Your Revenge.', 'It’S Easier To Say You’re Mad Than To Admit You’Re Hurt.', 'Don’T Make So Many Promises When You Can’T Even Keep One.', 'We Met For A Reason, Either You’Re A Blessing Or A Lesson.', 'I Hate The Moments When Suddenly My Anger Turns Into Tears.', 'Tell The Truth, Or Eventually Someone Will Tell It For You. (\xa0Angry Status\xa0', 'Its Just A Chapter In Your Life, Turn The Page And Move On.', 'When People Get Angry With Him, I Remind Them That He’S Kid.', 'If Someone Is Angry With You And You Laugh At Them, You Win.', 'Nobody Makes You Angry. You Decide To Use Anger As A Response.', 'I Miss You That True But It Doesn’t Mean I Forget Your Lies.', 'The Best Revenge Is To Be Unlike Hi Who Performed The Injury.', 'Anger Is Never Without A Reason, Butt Seldom With A Good One.', 'If I Delete Your Number, You’Re Basically Deleted For My Life. (\xa0Angry Whatsapp Status\xa0', 'Don’T Judge Someone Just Because They Sin Differently Than You.', 'People Change. Things Go Wrong. Shit Happens. But Life Goes On.', 'Anger Is Feeling That Make Your Mouth Work Faster Than Your Mind.', 'Don’T Be Angry With People Who Don’T Have The Capacity To Change.', 'All Angry Persons Are To Be Treated, By The Prudent, As Children.', 'When U Are Angry, Ur Text Speed Increases By A Ridiculous Amount.', 'If You Wake Me Up & I Don’T Get Angry, You Must Be Pretty Special.', 'Control Your ” Anger “. It Is Just One Letter Away From “D” Anger.\xa0( Angry Whatsapp Status\xa0', 'For Every Minute You Are Angry You Lose Sixty Seconds Of Happiness.', 'Anger Is A Condition In Which The Tongue Works Faster Than The Mind.', 'I Don’T Need Anger Management, I Need People To Stop Pissing Me Off.', 'Unless I Am Sitting On Your Face My Weight Is None Of Your Business!', 'People Won’T Have Time For You If You Are Always Angry Or Complaining.', 'Just Because You’Re Angry, Doesn’T Mean You Have The Right To Be Cruel.', 'Sometimes I Get To The Point Of Frustration, That I Just Become Silent.', 'Some People Need To Open Their Small Minds Instead Of Their Big Mouths.', 'When I’M Shouting, Your Fine. It’S When I Go Silent You Need To Worried.\xa0(\xa0Anger Status for Whatsapp\xa0', 'Anger Is Nothing Than An Outward Expression Of Hurt, Fear & Frustration.', 'Never Do Anything When U Are In A Temper, For U Will Do Everything Wrong.', 'Never Regret Anything, Because At One Time It Was Exactly What You Wanted.', 'Sometimes I Feel Like Giving People A High-Five In That Face, With A Chair.', 'Six Letters, Two Words, Easy To Say, Hard To Explain, Harder To Do. Move On.', 'You Will Not Be Punished For Your Anger, You Will Be Punished By Your Anger.', 'Holding On To Anger Is Like Drinking Poison And Expecting The Person To Die. ( Angry Whatsapp Status\xa0', 'No Matter How Angry You Get, You Always End Up Forgiving The People You Love.', 'Life Is Too Short To Spend Time With People Who Suck The Happiness Out Of You.', 'Anger Doesn’T Solve Anything. It Build Nothing, But It Can Destroy Everything.', 'Anger Doesn’T Solve Anything. It Builds Nothing, But It Can Destroy Everything.', 'I’M Sorry I Got Angry And Said A Lot Of Things I Mean But Shouldn’T Have Said.', 'If You’Re Going To Talk About Me Behind My Back, Don’T Smile At Me To My Face !', 'If Another Can Easily Anger You, It Is Because You Are Off Balance With Yourself.', 'Speak When You Are Angry And You Will Make The Best Speech You Will Ever Regret.', 'Smile……It Will Either Warn Their Heart, Piss Them Off….Either Way You Win ! ( Angry Whatsapp Status\xa0', 'Anger Makes You Smaller, While Forgiveness Forces You To Row Beyond What You Were.', 'Never Make A Decision When You Are Angry. Never Make A Promise When You Are Happy.', 'Stop Telling Me To Stay Calm. You’Re The One Who Pissed Me Off In The First Place.', 'Definition Of Ex: Thanks For The Experience. Our Time Has Expired. Now Exit My Life.', 'Listen To People When They Are Angry, Because That Is When The Real Truth Comes Out.', 'I Think That Stupid People Were Put On This Planet To Test My Anger Management Skills.', 'No One Will Ever Understand What I Mean Even If I Pour My Heart Into Words And Scream.\xa0(\xa0Angry Quotes for Relationship\xa0', 'I Wouldn’t Have To Manager My Anger, If People Could Learn To Manager Their Stupidity.', 'You Never Apologized For Hurting Me, But I Say Sorry  Times For Being Angry About It.', 'Don’T Waste You Time On Revenge. Those Who Hurt You Will Eventually Face Their Own Karma.', 'Anger Hurts You, Not The Person You’Re Angry At. Don’T Waste Life Getting Mad All The Time.', 'Our Days Are Happier When We Give People A Bit Of Our Heart Rather Than A Piece Of Out Mind.', 'The World Need Anger. The World Often Continues To Allow Evil Because It Isn’T Angry Enough.', 'Sometimes We Forgive Not Because We Are Wrong But Because Staying Angry Robs Us Of Happiness.', 'If You Don’T Know Your Own Worth And Value, Don’T Expect Someone Else To Calculate It For You.\xa0(\xa0Angry Status for Whatsapp\xa0', 'Don’T Change So People Will Like You. Be Yourself And The Right People Will Love The Real You.', 'A Woman Who Truly Loves You Will Be Angry At You For So Many Things, But Will Never Leave You.', 'Anger Is Great Force. If You Control It, It Can Transmuted Into A Power Can Moe The Whole World.', 'Never Forget What Someone Says To You When They’Re Angry Because That Is When The Truth Comes Out.', 'I Can Forgive A Lot Of Things…But Lies Aren’T One Of Them…So I Hope You Choke On The Lies You Told', 'If Someone Throws A Stone At You, Throw A Flower At Them. But Remember To Throw Flower Pot With It.', 'If You Tell The Truth, It Becomes A Part Of Your Past. If You Lie, It Becomes A Part Of Your Future.\xa0(\xa0Angry Love Quotes\xa0', 'People Say Everything Happens For A Reason. So When I Punch You In The Face, Remember I Have A Reason.', 'I Don’T Want To Hurt You Or Anybody So Please Forget About Me. Just Try. Find Yourself A Better Friend.', 'The More Anger You Hold Towards The Past In Your Heart, The Less Capable You Are Of Loving The Present.', 'Sometimes One Middle Finger Isn’T Enough To Let Someone Know How You Feel. That’S Why You Have Two Hands.', 'A Fake Friend Calls When They Need Something. A Real Friend Calls To Ask If You’Re In Need Of Something.', 'My Hate For You Is Undying & It Will Never Pause. Just Like How Much My Love For You Once Was. I Hate You. ( Angry Whatsapp Status\xa0', 'I Hate That I Cry I’M Frustrated Because People Think I’M Hurt When I’M Really Just Trying Not To Kill You.', 'Make You Anger So Expensive That No Can Afford It & Make Your Happiness So Cheap That Can Almost Get It Free.', 'I Will Not Delete You Or Block You. I Am Keeping You There So You Will Be Able To See How Happy I’M Without You.', 'I’M Sad, Hurt, Angry, Disappointed. But You Know What ? I’Ll Put On A Smile And Move On. But Will Hurt, But I Will Survive.', 'Anger Won’T Make Your Problems Easier. Tears Won’T Bring Back What Is Gone. But A Smile And Gratitude Will Make You Stronger.', 'Never Get Jealous Or Angry When You See Your Ex With Someone Else, Because Our Parents Taught Us To Give Out Used Toys To The Less Fortunate.', 'A Person Who Has Lots Of Anger Inside, Definitely Loves People More Than Anyone Else Can. Because If Red Colour Indicates Anger Than It Indicates Love Too. ( Angry Whatsapp Status\xa0']",angriness
"['Hating Me Won’T Make You Pretty.', 'Anger Is One Letter Short Of Danger.', 'I Am If I Changed, But You Changed Too.', 'Anger Is My Power So Don’t Make Me Angry.', 'Even The Nicest People Have Their Limits.', 'Whatever Is Begun In Anger Ends In Shame.', 'Don’T Make Me Angry And Change Your Status.', 'Silence Is The Best Way To React While Angry. ( Angry Whatsapp Status\xa0', 'I Hope Karma Slaps You In The Face Before I Do.', 'An Angry Man Opens His Mouth And Shuts His Eyes.', 'I Am Not In A Bad Mood, Everyone Is Just Annoying.', 'A Quick Temper Will Make A Fool Of You Soon Enough.', 'Yes I Am Smiling But You Are Not The Reason Anymore.', 'My Attitude Will Always Be Based On How You Treat Me.', 'You Blocked Me On Facebook & Noe You’Re Going To Die.', 'Anger Tears Me Up Inside…My Own…Or Anyone Else’S. (\xa0Angry\xa0Quotes\xa0', 'You Should Make A Woman Angry If You Wish Her To Love.', 'Sometimes I’M Not Angry. I’M Hurt And There’S A Big Diff.', 'Never Go To Bed Angry, Stay Awake And Plot Your Revenge.', 'It’S Easier To Say You’re Mad Than To Admit You’Re Hurt.', 'Don’T Make So Many Promises When You Can’T Even Keep One.', 'We Met For A Reason, Either You’Re A Blessing Or A Lesson.', 'I Hate The Moments When Suddenly My Anger Turns Into Tears.', 'Tell The Truth, Or Eventually Someone Will Tell It For You. (\xa0Angry Status\xa0', 'Its Just A Chapter In Your Life, Turn The Page And Move On.', 'When People Get Angry With Him, I Remind Them That He’S Kid.', 'If Someone Is Angry With You And You Laugh At Them, You Win.', 'Nobody Makes You Angry. You Decide To Use Anger As A Response.', 'I Miss You That True But It Doesn’t Mean I Forget Your Lies.', 'The Best Revenge Is To Be Unlike Hi Who Performed The Injury.', 'Anger Is Never Without A Reason, Butt Seldom With A Good One.', 'If I Delete Your Number, You’Re Basically Deleted For My Life. (\xa0Angry Whatsapp Status\xa0', 'Don’T Judge Someone Just Because They Sin Differently Than You.', 'People Change. Things Go Wrong. Shit Happens. But Life Goes On.', 'Anger Is Feeling That Make Your Mouth Work Faster Than Your Mind.', 'Don’T Be Angry With People Who Don’T Have The Capacity To Change.', 'All Angry Persons Are To Be Treated, By The Prudent, As Children.', 'When U Are Angry, Ur Text Speed Increases By A Ridiculous Amount.', 'If You Wake Me Up & I Don’T Get Angry, You Must Be Pretty Special.', 'Control Your ” Anger “. It Is Just One Letter Away From “D” Anger.\xa0( Angry Whatsapp Status\xa0', 'For Every Minute You Are Angry You Lose Sixty Seconds Of Happiness.', 'Anger Is A Condition In Which The Tongue Works Faster Than The Mind.', 'I Don’T Need Anger Management, I Need People To Stop Pissing Me Off.', 'Unless I Am Sitting On Your Face My Weight Is None Of Your Business!', 'People Won’T Have Time For You If You Are Always Angry Or Complaining.', 'Just Because You’Re Angry, Doesn’T Mean You Have The Right To Be Cruel.', 'Sometimes I Get To The Point Of Frustration, That I Just Become Silent.', 'Some People Need To Open Their Small Minds Instead Of Their Big Mouths.', 'When I’M Shouting, Your Fine. It’S When I Go Silent You Need To Worried.\xa0(\xa0Anger Status for Whatsapp\xa0', 'Anger Is Nothing Than An Outward Expression Of Hurt, Fear & Frustration.', 'Never Do Anything When U Are In A Temper, For U Will Do Everything Wrong.', 'Never Regret Anything, Because At One Time It Was Exactly What You Wanted.', 'Sometimes I Feel Like Giving People A High-Five In That Face, With A Chair.', 'Six Letters, Two Words, Easy To Say, Hard To Explain, Harder To Do. Move On.', 'You Will Not Be Punished For Your Anger, You Will Be Punished By Your Anger.', 'Holding On To Anger Is Like Drinking Poison And Expecting The Person To Die. ( Angry Whatsapp Status\xa0', 'No Matter How Angry You Get, You Always End Up Forgiving The People You Love.', 'Life Is Too Short To Spend Time With People Who Suck The Happiness Out Of You.', 'Anger Doesn’T Solve Anything. It Build Nothing, But It Can Destroy Everything.', 'Anger Doesn’T Solve Anything. It Builds Nothing, But It Can Destroy Everything.', 'I’M Sorry I Got Angry And Said A Lot Of Things I Mean But Shouldn’T Have Said.', 'If You’Re Going To Talk About Me Behind My Back, Don’T Smile At Me To My Face !', 'If Another Can Easily Anger You, It Is Because You Are Off Balance With Yourself.', 'Speak When You Are Angry And You Will Make The Best Speech You Will Ever Regret.', 'Smile……It Will Either Warn Their Heart, Piss Them Off….Either Way You Win ! ( Angry Whatsapp Status\xa0', 'Anger Makes You Smaller, While Forgiveness Forces You To Row Beyond What You Were.', 'Never Make A Decision When You Are Angry. Never Make A Promise When You Are Happy.', 'Stop Telling Me To Stay Calm. You’Re The One Who Pissed Me Off In The First Place.', 'Definition Of Ex: Thanks For The Experience. Our Time Has Expired. Now Exit My Life.', 'Listen To People When They Are Angry, Because That Is When The Real Truth Comes Out.', 'I Think That Stupid People Were Put On This Planet To Test My Anger Management Skills.', 'No One Will Ever Understand What I Mean Even If I Pour My Heart Into Words And Scream.\xa0(\xa0Angry Quotes for Relationship\xa0', 'I Wouldn’t Have To Manager My Anger, If People Could Learn To Manager Their Stupidity.', 'You Never Apologized For Hurting Me, But I Say Sorry  Times For Being Angry About It.', 'Don’T Waste You Time On Revenge. Those Who Hurt You Will Eventually Face Their Own Karma.', 'Anger Hurts You, Not The Person You’Re Angry At. Don’T Waste Life Getting Mad All The Time.', 'Our Days Are Happier When We Give People A Bit Of Our Heart Rather Than A Piece Of Out Mind.', 'The World Need Anger. The World Often Continues To Allow Evil Because It Isn’T Angry Enough.', 'Sometimes We Forgive Not Because We Are Wrong But Because Staying Angry Robs Us Of Happiness.', 'If You Don’T Know Your Own Worth And Value, Don’T Expect Someone Else To Calculate It For You.\xa0(\xa0Angry Status for Whatsapp\xa0', 'Don’T Change So People Will Like You. Be Yourself And The Right People Will Love The Real You.', 'A Woman Who Truly Loves You Will Be Angry At You For So Many Things, But Will Never Leave You.', 'Anger Is Great Force. If You Control It, It Can Transmuted Into A Power Can Moe The Whole World.', 'Never Forget What Someone Says To You When They’Re Angry Because That Is When The Truth Comes Out.', 'I Can Forgive A Lot Of Things…But Lies Aren’T One Of Them…So I Hope You Choke On The Lies You Told', 'If Someone Throws A Stone At You, Throw A Flower At Them. But Remember To Throw Flower Pot With It.', 'If You Tell The Truth, It Becomes A Part Of Your Past. If You Lie, It Becomes A Part Of Your Future.\xa0(\xa0Angry Love Quotes\xa0', 'People Say Everything Happens For A Reason. So When I Punch You In The Face, Remember I Have A Reason.', 'I Don’T Want To Hurt You Or Anybody So Please Forget About Me. Just Try. Find Yourself A Better Friend.', 'The More Anger You Hold Towards The Past In Your Heart, The Less Capable You Are Of Loving The Present.', 'Sometimes One Middle Finger Isn’T Enough To Let Someone Know How You Feel. That’S Why You Have Two Hands.', 'A Fake Friend Calls When They Need Something. A Real Friend Calls To Ask If You’Re In Need Of Something.', 'My Hate For You Is Undying & It Will Never Pause. Just Like How Much My Love For You Once Was. I Hate You. ( Angry Whatsapp Status\xa0', 'I Hate That I Cry I’M Frustrated Because People Think I’M Hurt When I’M Really Just Trying Not To Kill You.', 'Make You Anger So Expensive That No Can Afford It & Make Your Happiness So Cheap That Can Almost Get It Free.', 'I Will Not Delete You Or Block You. I Am Keeping You There So You Will Be Able To See How Happy I’M Without You.', 'I’M Sad, Hurt, Angry, Disappointed. But You Know What ? I’Ll Put On A Smile And Move On. But Will Hurt, But I Will Survive.', 'Anger Won’T Make Your Problems Easier. Tears Won’T Bring Back What Is Gone. But A Smile And Gratitude Will Make You Stronger.', 'Never Get Jealous Or Angry When You See Your Ex With Someone Else, Because Our Parents Taught Us To Give Out Used Toys To The Less Fortunate.', 'A Person Who Has Lots Of Anger Inside, Definitely Loves People More Than Anyone Else Can. Because If Red Colour Indicates Anger Than It Indicates Love Too. ( Angry Whatsapp Status\xa0']",angriness
